sample_id,subject,session,bas,run,task,emotion,coarse_affect,modality,beta_index,beta_file,beta_path,mask_path,regressor_label,raw_label,subject_session,subject_session_bas,beta_file_sha256,mask_file_sha256,coarse_affect_mapping_version,coarse_affect_mapping_sha256,binary_valence_mapping_version,binary_valence_mapping_sha256,glm_has_unknown_regressors,glm_unknown_regressor_count,glm_unknown_regressor_labels_json,beta_path_canonical,mask_path_canonical
sub-001_ses-03_BAS2_run-1_beta-3,sub-001,ses-03,BAS2,1,recog,anger,negative,audiovisual,3,beta_0003.nii,sub-001/ses-03/BAS2/beta_0003.nii,sub-001/ses-03/BAS2/mask.nii,run-1_passive_anger_video,run-1_passive_anger_video,sub-001_ses-03,sub-001_ses-03_BAS2,c3f7b4ed50a2186be2ede465b86ee871075cdd4fccc96c5c6e5dc9f957b5314d,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-001\ses-03\BAS2\beta_0003.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-001\ses-03\BAS2\mask.nii
sub-001_ses-03_BAS2_run-1_beta-4,sub-001,ses-03,BAS2,1,recog,happiness,positive,audiovisual,4,beta_0004.nii,sub-001/ses-03/BAS2/beta_0004.nii,sub-001/ses-03/BAS2/mask.nii,run-1_passive_happiness_video,run-1_passive_happiness_video,sub-001_ses-03,sub-001_ses-03_BAS2,6fc08079b09391b59e27acf63e95392bb28ef33fcf1b3fa4dff4a3cd626ac68b,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-001\ses-03\BAS2\beta_0004.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-001\ses-03\BAS2\mask.nii
sub-002_ses-01_BAS2_run-1_beta-1,sub-002,ses-01,BAS2,1,emo,anger,negative,audiovisual,1,beta_0001.nii,sub-002/ses-01/BAS2/beta_0001.nii,sub-002/ses-01/BAS2/mask.nii,run-1_passive_anger_audio,run-1_passive_anger_audio,sub-002_ses-01,sub-002_ses-01_BAS2,944965067f0e3f7290d57eefc965c14166da624eb43a554f39b4bb4e2669c7ba,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\beta_0001.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\mask.nii
sub-002_ses-01_BAS2_run-1_beta-2,sub-002,ses-01,BAS2,1,emo,happiness,positive,audiovisual,2,beta_0002.nii,sub-002/ses-01/BAS2/beta_0002.nii,sub-002/ses-01/BAS2/mask.nii,run-1_passive_happiness_audio,run-1_passive_happiness_audio,sub-002_ses-01,sub-002_ses-01_BAS2,2f47667fb0cf2e602161a71d8049f060a600ce264871a9fa722f695a904aed17,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\beta_0002.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\mask.nii
sub-002_ses-01_BAS2_run-1_beta-3,sub-002,ses-01,BAS2,1,recog,anger,negative,audiovisual,3,beta_0003.nii,sub-002/ses-01/BAS2/beta_0003.nii,sub-002/ses-01/BAS2/mask.nii,run-1_passive_anger_video,run-1_passive_anger_video,sub-002_ses-01,sub-002_ses-01_BAS2,3b5075b4307ca98ac6a551817760c643eac0f19533dd44722494479899a2e7a3,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\beta_0003.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\mask.nii
sub-002_ses-01_BAS2_run-1_beta-4,sub-002,ses-01,BAS2,1,recog,happiness,positive,audiovisual,4,beta_0004.nii,sub-002/ses-01/BAS2/beta_0004.nii,sub-002/ses-01/BAS2/mask.nii,run-1_passive_happiness_video,run-1_passive_happiness_video,sub-002_ses-01,sub-002_ses-01_BAS2,b80e52608489b354d63c46cbe28c627934dceb883491f8d89c54c4352fb1bd3c,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\beta_0004.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-01\BAS2\mask.nii
sub-002_ses-02_BAS2_run-1_beta-1,sub-002,ses-02,BAS2,1,emo,anger,negative,audiovisual,1,beta_0001.nii,sub-002/ses-02/BAS2/beta_0001.nii,sub-002/ses-02/BAS2/mask.nii,run-1_passive_anger_audio,run-1_passive_anger_audio,sub-002_ses-02,sub-002_ses-02_BAS2,7e5ef576c5d2a16ade6ec56f3a87850fad3f108304492839d70b608368f3d5b5,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\beta_0001.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\mask.nii
sub-002_ses-02_BAS2_run-1_beta-2,sub-002,ses-02,BAS2,1,emo,happiness,positive,audiovisual,2,beta_0002.nii,sub-002/ses-02/BAS2/beta_0002.nii,sub-002/ses-02/BAS2/mask.nii,run-1_passive_happiness_audio,run-1_passive_happiness_audio,sub-002_ses-02,sub-002_ses-02_BAS2,2de149b3c8dab894216df1f7844f7139596c328d1c3e02592e118e53b73f2281,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\beta_0002.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\mask.nii
sub-002_ses-02_BAS2_run-1_beta-3,sub-002,ses-02,BAS2,1,recog,anger,negative,audiovisual,3,beta_0003.nii,sub-002/ses-02/BAS2/beta_0003.nii,sub-002/ses-02/BAS2/mask.nii,run-1_passive_anger_video,run-1_passive_anger_video,sub-002_ses-02,sub-002_ses-02_BAS2,cc4455733160ff1f4e217babd82ef922c2de19dd70df5cd68d1f1dcd51d0f9d9,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\beta_0003.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\mask.nii
sub-002_ses-02_BAS2_run-1_beta-4,sub-002,ses-02,BAS2,1,recog,happiness,positive,audiovisual,4,beta_0004.nii,sub-002/ses-02/BAS2/beta_0004.nii,sub-002/ses-02/BAS2/mask.nii,run-1_passive_happiness_video,run-1_passive_happiness_video,sub-002_ses-02,sub-002_ses-02_BAS2,dd5806465f0a572f6ed1fa5dcf54668ac3c4756d0d812504a501d4bf830b351d,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\beta_0004.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-02\BAS2\mask.nii
sub-002_ses-03_BAS2_run-1_beta-1,sub-002,ses-03,BAS2,1,emo,anger,negative,audiovisual,1,beta_0001.nii,sub-002/ses-03/BAS2/beta_0001.nii,sub-002/ses-03/BAS2/mask.nii,run-1_passive_anger_audio,run-1_passive_anger_audio,sub-002_ses-03,sub-002_ses-03_BAS2,ddb3b9b937efe7d86e58511cbb8f5ed92aa400e664e6b9455833e2bce5f76230,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\beta_0001.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\mask.nii
sub-002_ses-03_BAS2_run-1_beta-2,sub-002,ses-03,BAS2,1,emo,happiness,positive,audiovisual,2,beta_0002.nii,sub-002/ses-03/BAS2/beta_0002.nii,sub-002/ses-03/BAS2/mask.nii,run-1_passive_happiness_audio,run-1_passive_happiness_audio,sub-002_ses-03,sub-002_ses-03_BAS2,7018e2189e094864f29e7434195b8fe42ef09821052ef7941db07e7f9ade1a5e,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\beta_0002.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\mask.nii
sub-002_ses-03_BAS2_run-1_beta-3,sub-002,ses-03,BAS2,1,recog,anger,negative,audiovisual,3,beta_0003.nii,sub-002/ses-03/BAS2/beta_0003.nii,sub-002/ses-03/BAS2/mask.nii,run-1_passive_anger_video,run-1_passive_anger_video,sub-002_ses-03,sub-002_ses-03_BAS2,d24fa3543201b660146a222f7c63023095edb84e193383e927d603d8d885e195,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\beta_0003.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\mask.nii
sub-002_ses-03_BAS2_run-1_beta-4,sub-002,ses-03,BAS2,1,recog,happiness,positive,audiovisual,4,beta_0004.nii,sub-002/ses-03/BAS2/beta_0004.nii,sub-002/ses-03/BAS2/mask.nii,run-1_passive_happiness_video,run-1_passive_happiness_video,sub-002_ses-03,sub-002_ses-03_BAS2,1faa235da9465eee2fb41d8ef0b30af68287deccfe800a420969c9d44a674968,42cea30c9edb3f977465c0b384372bb5b140b668a9acf7758ac86279fbadc297,affect_mapping_v2,3bbc30d6949e868f8d9d2ad64b7b10d1d14c93fff3d406d3321d76efee011ad3,binary_valence_mapping_v1,2c3396c3b25f733d27c248015b23f0e16fa589a81fc2fa0cc2899efdf1b235fd,False,0,[],D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\beta_0004.nii,D:\Khaled\Projects\VScode\Thesis_ML\demo_data\synthetic_v1\data_root\sub-002\ses-03\BAS2\mask.nii
